name,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,D,D-CREW,E-1,E-2,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-2R,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,V-1,V-2,V-3,Grand Total,U-5,E-2C,CW-1,CW-2,Year,latitude,longitude
Kyrgyzstan,23,145,1,10,1871,3,0,0,34,0,0,5,5,0,0,1,0,0,0,218,12,0,12,60,0,108,0,0,16,0,0,0,0,,0,10,8,1295,44,26,0,0,0,4,18,1,0,0,0,0,0,0,0,0,0,0,0,6,2,1,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3951,0,0,,,2011,41.20438,74.766098
Latvia,18,50,0,3,466,118,0,0,0,2056,0,2,0,0,0,7,0,0,0,207,7,0,4,16,1,20,1,0,41,0,0,0,1,,2,14,9,268,11,13,3,0,0,11,13,14,1,0,1,65,0,1,0,0,0,0,0,10,0,2,9,0,55,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3528,0,0,,,2011,56.879635,24.603189
Liechtenstein,3,3,0,2,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,25,1,0,3,3,0,0,0,0,2,0,0,0,0,,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,,,2011,47.166,9.555373
Lithuania,7,158,0,22,345,5,0,0,2,538,0,0,0,0,0,11,0,2,0,206,2,0,7,12,1,6,1,0,70,0,0,0,19,,2,15,8,1452,10,24,5,0,0,19,20,1,0,0,0,2,0,0,0,0,0,0,0,18,2,5,9,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3017,0,0,,,2011,55.169438,23.881275
Luxembourg,7,8,0,2,50,0,0,0,0,27,0,1,0,0,0,5,0,0,0,57,0,0,13,8,0,22,0,0,7,0,0,0,0,,0,4,7,60,2,1,0,0,0,6,6,11,0,0,0,0,0,4,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,,,2011,49.815273,6.129583
Macedonia,33,191,0,49,3557,6,0,0,3,527,0,0,0,0,0,3,0,0,0,84,1,0,9,44,0,36,0,0,26,0,0,0,7,,1,5,23,2518,15,40,3,2,0,1,3,6,0,0,0,0,0,0,0,1,0,0,0,4,1,2,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7224,0,0,,,2011,41.608635,21.745275
Malta,2,36,0,3,103,5,0,0,0,49,0,0,0,0,0,0,0,1,0,13,0,0,2,14,4,8,0,0,4,0,0,0,0,,0,1,0,26,1,2,0,0,0,27,4,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,,,2011,35.937496,14.375416
Moldova,4,88,0,9,3678,4,0,0,2,72,0,0,0,0,0,3,0,0,0,155,6,0,3,24,0,40,1,0,73,0,0,26,30,,0,34,5,3807,21,55,8,1,0,9,6,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,37,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8221,0,0,,,2011,47.411631,28.369885
Monaco,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,6,0,0,0,0,1,0,0,0,0,,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,,,2011,43.750298,7.412841
Montenegro,14,61,0,2,1796,2,0,0,6,944,0,0,0,0,1,6,0,0,0,99,1,0,0,44,0,9,0,0,17,0,0,0,0,,0,2,23,239,1,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3293,0,0,,,2011,42.708678,19.37439
Netherlands,63,426,1,56,1704,11,0,0,2,3816,0,3,0,0,4,272,0,9,0,1367,29,0,13,152,12,269,5,0,437,0,0,2,18,,13,168,175,2991,184,98,5,0,0,907,960,319,2,0,0,206,0,16,1,17,0,0,0,135,84,19,301,1,13,5,0,0,0,8,8,0,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,15316,0,0,,,2011,52.132633,5.291266
Norway,55,283,1,373,1604,41,0,0,1,941,0,0,0,0,277,166,0,7,0,2387,43,0,18,198,0,113,0,0,98,0,0,0,1,,6,52,144,2103,239,31,5,0,0,195,219,159,11,0,0,169,0,1,0,0,1,0,0,59,24,5,249,0,16,3,119,0,0,11,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10432,0,0,,,2011,60.472024,8.468946
Poland,59,371,0,324,61833,85,0,0,282,2836,0,16,6,0,8,48,0,0,0,797,15,0,24,63,3,68,4,0,372,0,0,1,34,,27,140,184,4210,201,96,14,0,0,300,270,29,1,0,1,446,0,7,2,21,0,0,0,57,15,12,540,0,66,4,0,0,0,33,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,73929,0,0,,,2011,51.919438,19.145136
Portugal,27,104,1,107,954,19,0,0,23,1205,0,6,1,0,1,8,0,1,0,576,13,0,13,53,2,76,0,0,192,0,0,0,3,,5,49,60,695,51,25,2,0,0,199,151,40,0,0,4,91,0,2,0,0,0,0,0,47,28,3,49,1,3,3,2,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4906,0,0,,,2011,39.399872,-8.224454
Romania,70,295,2,163,20638,49,0,0,68,4694,0,4,3,0,0,29,0,0,0,403,26,0,16,87,0,119,2,0,411,0,0,165,281,,8,122,78,4085,77,157,10,4,0,143,86,12,0,0,0,177,0,6,1,1,0,0,0,31,0,8,36,1,40,5,0,0,0,8,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,32627,0,0,,,2011,45.943161,24.96676
Russia,292,2330,1,119,158454,376,0,0,122,16315,0,10,9,0,3,16,0,3,0,5239,190,0,322,363,0,729,1,0,883,0,0,0,8,,30,642,587,12846,252,630,160,4,1,508,498,49,3,0,0,0,0,0,0,0,0,0,0,180,18,35,1604,0,327,52,1,0,0,76,21,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,204315,0,0,,,2011,61.52401,105.318756
San Marino,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,,,2011,43.94236,12.457777
Serbia and Montenegro,0,5,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,,,2011,44.016521,21.005859
Slovakia,17,141,0,8,732,7,0,0,3,528,0,1,3,0,0,16,0,0,0,425,4,0,6,53,0,34,1,0,114,0,0,0,30,,0,31,20,2697,32,21,0,0,0,103,67,7,0,0,0,10,0,0,0,1,0,0,0,19,3,0,61,1,0,3,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5211,0,0,,,2011,48.669026,19.699024
Slovenia,6,59,1,31,117,1,0,0,0,181,0,5,0,0,9,13,0,0,0,93,0,0,7,26,1,7,0,0,22,0,0,0,8,,0,9,6,227,21,2,0,0,0,12,17,10,0,0,0,97,0,0,1,1,0,0,0,12,2,1,56,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083,0,0,,,2011,46.151241,14.995463
Spain,69,374,1,509,3881,95,0,0,14,2419,0,14,6,0,30,758,0,2,0,4650,129,0,32,89,21,580,1,0,962,0,0,0,7,,31,358,287,6199,713,73,9,3,0,1078,1088,156,2,0,0,192,0,6,2,8,0,1,0,223,59,78,376,0,192,23,28,0,0,39,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25880,0,0,,,2011,40.463667,-3.74922
Sweden,33,1016,2,177,1061,98,0,0,3,994,0,5,1,0,24,350,0,5,0,2684,45,0,13,132,8,181,2,0,339,0,0,0,5,,10,139,181,3101,244,58,0,1,0,585,653,182,3,0,0,1,0,0,0,0,0,0,0,195,74,73,308,0,15,10,0,0,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13034,0,0,,,2011,60.128161,18.643501
Switzerland,25,355,0,139,3972,27,0,0,2,1711,0,2,2,0,8,166,0,0,0,3697,22,0,23,25,0,196,1,0,268,0,0,0,1,,16,89,92,1601,156,21,3,0,0,402,298,198,7,0,0,0,0,0,0,0,0,0,0,85,14,16,109,0,0,3,0,0,0,18,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13777,0,0,,,2011,46.818188,8.227512
Tajikistan,7,137,0,14,504,334,0,0,6,0,0,0,1,0,0,0,0,0,0,349,11,0,25,19,0,68,0,0,8,0,0,0,0,,0,2,8,512,32,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2045,0,0,,,2011,38.861034,71.276093
Turkey,144,1214,10,34,63444,198,0,0,10,4081,0,72,3,0,61,221,0,1,0,6833,449,0,27,184,0,132,4,0,1332,0,0,0,24,,8,454,157,10725,1002,93,5,0,0,129,103,164,15,0,0,490,0,55,1,9,0,0,0,37,5,7,35,0,8,2,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,91992,0,0,,,2011,38.963745,35.243322
Turkmenistan,16,71,0,28,531,7,0,0,2,11,0,0,0,0,0,0,0,0,0,125,11,0,12,10,0,31,0,0,24,0,0,0,0,,0,23,10,318,7,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243,0,0,,,2011,38.969719,59.556278
Ukraine,64,410,0,188,25455,868,0,0,22,10461,0,5,3,0,1,16,0,1,0,747,41,0,30,62,0,139,0,0,352,0,0,37,20,,2,311,79,9223,87,673,178,1,0,95,75,27,0,0,0,2,0,0,0,0,0,0,0,47,3,15,182,0,103,21,0,0,0,20,14,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,50086,0,0,,,2011,48.379433,31.16558
Uzbekistan,17,112,0,20,4125,11,0,0,0,330,0,0,0,0,0,1,0,0,0,249,38,0,10,28,0,93,4,0,48,0,0,0,0,,0,39,3,524,37,49,13,0,0,11,11,1,0,0,0,0,0,0,0,0,0,0,0,7,0,5,6,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5812,0,0,,,2011,41.377491,64.585262
Vatican City,5,15,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,,,2011,41.902916,12.453389
Antigua and Barbuda,5,17,0,0,1519,471,0,0,5,12,0,1,0,0,0,0,0,0,0,86,1,0,3,0,0,11,0,0,10,0,0,0,3,,0,1,0,31,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2190,0,0,,,2011,17.060816,-61.796428
"Bahamas, The",31,92,1,2,9821,1,0,0,5,129,0,28,1,0,0,0,0,0,0,1056,25,0,8,2,0,13,0,0,142,0,0,0,0,,0,18,0,36,2,8,3,1,0,17,11,53,0,0,0,0,0,0,0,0,0,0,0,3,0,1,5,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11520,0,0,,,2011,25.03428,-77.39628
Barbados,16,43,0,1,7089,1643,0,0,16,29,0,2,0,0,0,2,0,0,0,131,1,0,3,1,0,22,0,0,58,0,0,0,1,,1,12,1,72,4,6,1,0,0,8,1,9,0,0,0,0,0,0,0,0,0,0,0,3,2,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9207,0,0,,,2011,13.193887,-59.543198
Belize,8,69,0,2,3406,7,0,0,136,6,0,161,0,0,0,0,0,0,0,145,4,0,1,0,0,14,1,0,25,0,0,5,77,,0,11,1,35,2,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,4140,0,0,,,2011,17.189877,-88.49765
Canada,264,140,0,38,233,6,0,0,0,21,0,0,3,0,225,1920,0,19,0,349,16,0,45,17,2,719,2,0,88,0,0,0,2,,3,141,35,105,39,654,73,10,2,83,151,14,0,0,0,859,0,3,6,16,0,0,0,22,24,1,28,0,1,2,0,0,0,18,8,0,0,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,6477,0,0,,,2011,56.130366,-106.346771
Costa Rica,39,144,2,3,38593,23,0,0,124,297,0,48,0,0,6,3,0,0,0,428,21,0,11,7,0,100,6,0,122,0,0,80,300,,1,51,29,467,35,85,29,6,5,169,135,22,2,0,0,0,0,0,0,0,0,0,0,9,0,6,10,0,0,3,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,41432,0,0,,,2011,9.748917,-83.753428
Cuba,101,58,0,1017,2364,13975,0,0,8,8,0,0,1,0,0,0,0,0,0,17,1,0,114,64,0,60,0,0,3,0,0,0,0,,0,1,9,40,7,305,65,0,0,5,6,1,0,0,0,1,0,0,0,0,0,0,0,5,12,2,426,0,212,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18892,0,0,,,2011,21.521757,-77.781167
Dominica,2,10,0,1,1038,172,0,0,11,88,0,4,0,0,0,0,0,0,0,63,0,0,0,1,0,8,0,0,15,0,0,0,0,,0,3,0,15,1,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465,0,0,,,2011,15.414999,-61.370976
Dominican Republic,20,456,14,620,55500,2296,0,0,293,431,0,72,6,0,1,0,0,0,0,586,8,0,8,9,0,59,12,0,186,0,0,51,151,,0,130,122,1085,34,845,226,11,10,63,112,22,2,0,0,0,0,0,0,0,0,0,0,18,9,15,1611,0,5,74,0,0,0,33,10,0,0,0,0,2,0,2,7,0,0,2,1,31,0,0,0,0,65261,0,0,,,2011,18.735693,-70.162651
El Salvador,69,533,4,721,20577,3912,0,0,141,289,0,210,0,0,0,1,0,0,0,286,7,0,12,14,2,79,7,0,87,0,0,15,448,,1,35,27,262,10,117,37,13,7,29,32,5,0,0,0,0,0,0,0,0,0,0,0,2,0,5,89,0,10,1,0,0,0,20,3,0,0,0,0,0,0,0,14,0,0,2,8,200,0,0,0,0,28357,14,0,,,2011,13.794185,-88.89653
Grenada,0,13,0,1,1750,341,0,0,9,22,0,2,0,0,0,0,0,0,0,73,2,0,2,1,0,8,0,0,24,0,0,0,0,,0,2,0,19,4,4,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2288,0,0,,,2011,12.262776,-61.604171
Guatemala,37,201,6,169,51101,58,0,0,84,176,0,200,0,0,0,1,0,0,0,403,19,0,3,7,0,132,3,0,83,0,0,624,2907,,0,68,39,325,29,85,27,10,2,36,60,18,0,0,0,0,0,0,0,0,0,0,0,9,0,2,162,0,1,0,0,0,0,32,12,0,0,0,0,5,0,0,5,0,0,18,11,197,14,0,0,0,57401,20,0,,,2011,15.783471,-90.230759
Haiti,72,90,4,21,21674,57,0,0,365,350,0,204,0,0,0,0,0,0,0,323,3,0,17,33,0,77,2,0,30,0,0,0,0,,0,21,30,194,6,591,148,4,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,154,0,9,0,0,11,6,0,0,0,0,1,0,2,9,2,3,0,1,8,0,0,0,0,24550,0,0,,,2011,18.971187,-72.285215
Honduras,55,453,9,236,23311,5465,0,0,270,1532,0,35,9,0,2,34,0,0,0,580,17,0,13,4,0,79,5,0,111,0,0,20,252,,1,49,16,267,9,54,11,4,2,30,43,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,103,0,0,1,0,0,0,15,4,0,0,0,0,2,0,0,12,1,3,4,1,113,3,0,0,0,33259,9,0,,,2011,15.199999,-86.241905
Jamaica,15,192,6,196,34324,1202,0,0,345,1737,0,135,2,0,0,6,0,0,0,984,33,0,8,14,0,74,1,0,362,0,1,2,4874,,1,132,30,3829,58,268,54,4,1,24,46,18,0,0,0,0,0,0,0,0,0,0,0,38,168,0,185,6,71,0,0,0,0,13,11,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,49485,0,0,,,2011,18.109581,-77.297508
Mexico,502,2627,31,3987,21261,1832,684198,458902,379,2625,0,17,22,0,809,2076,0,2,0,8464,972,959,127,132,0,878,22,0,2647,0,0,51927,36179,,227,2330,799,6735,425,1165,224,181,31,3126,4449,303,60,1,0,7,0,0,0,0,0,0,0,314,475,95,3396,1,100,74,149,0,0,359,88,0,0,0,4918,3131,0,0,3,4,4,66,19,244,10,0,0,0,1315116,26,0,,,2011,23.634501,-102.552784
Nicaragua,35,111,6,261,12159,54,0,0,620,663,0,83,0,0,1,0,0,0,0,160,7,0,1,21,0,55,6,0,29,0,0,240,77,,0,12,26,204,11,84,8,5,3,4,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,86,0,0,4,0,0,0,10,7,0,0,0,0,1,0,0,2,0,0,2,2,19,0,0,0,0,15089,0,0,,,2011,12.865416,-85.207229
Panama,25,526,3,136,20150,1694,0,0,50,833,0,175,0,0,0,4,0,0,0,535,2,0,7,37,1,38,2,0,79,0,0,1,56,,4,26,32,259,14,43,8,3,3,21,20,43,0,0,0,0,0,0,0,0,0,0,0,4,5,1,54,0,0,6,0,0,0,8,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,24913,0,0,,,2011,8.537981,-80.782127
Saint Kitts and Nevis,6,22,0,0,1099,283,0,0,13,7,0,6,0,0,0,0,0,0,0,73,2,0,0,1,0,13,0,0,9,0,0,0,0,,0,1,0,7,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,0,0,,,2011,17.357822,-62.782998
Saint Lucia,2,28,0,4,2317,460,0,0,12,290,0,11,0,0,0,0,0,0,0,119,5,0,5,1,0,11,0,0,27,0,0,0,0,,0,1,1,25,0,5,1,0,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3343,0,0,,,2011,13.909444,-60.978893
Saint Vincent and the Grenadines,4,23,0,14,1471,277,0,0,7,63,0,3,0,0,0,0,0,0,0,42,0,0,2,1,0,6,0,0,11,0,0,0,0,,0,3,0,9,1,5,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0,0,,,2011,12.984305,-61.287228
Trinidad and Tobago,52,126,4,39,28953,50,0,0,124,395,0,58,0,0,0,27,0,0,0,558,11,0,6,28,0,162,4,0,243,0,0,0,0,,11,54,12,143,16,42,2,0,0,101,86,46,0,0,0,0,0,0,0,0,0,0,0,12,18,2,201,0,49,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31645,0,0,,,2011,10.691803,-61.222503
Australia,109,4349,0,59,8294,25,0,0,17,1944,0,516,0,0,27,378,2546,1385,733,1891,51,0,40,99,0,287,1,0,537,0,0,31,180,,10,228,366,5206,320,237,12,0,0,1261,1164,231,30,0,0,2,0,0,0,0,0,0,0,456,222,73,746,0,36,30,1,0,0,77,16,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,34230,0,0,,,2011,-25.274398,133.775136
Fiji,12,44,1,12,2320,15,0,0,303,67,0,15,0,0,0,0,0,0,0,22,1,0,2,11,1,55,2,0,9,0,0,0,0,,0,5,4,44,3,10,1,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3002,0,0,,,2011,-16.578193,179.414413
Kiribati,6,40,0,5,60,1,0,0,16,339,0,33,0,0,0,0,0,0,0,4,0,0,0,2,0,6,0,0,0,0,0,0,0,,0,0,1,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,0,0,,,2011,-3.370417,-168.734039
Marshall Islands,9,0,0,0,44,0,0,0,38,0,0,1,0,0,0,0,0,0,0,2,0,0,3,1,0,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,,,2011,7.131474,171.184478
"Micronesia, Federated States of",11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,,,2011,7.425554,150.550812
Nauru,1,7,0,2,13,0,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,,,2011,-0.522778,166.931503
New Zealand,29,679,0,137,2120,14,0,0,2,673,0,270,1,0,0,5,0,29,0,497,34,0,12,37,0,103,0,0,290,0,0,110,139,,1,139,108,1636,59,71,4,0,0,290,221,54,12,0,0,0,0,0,0,0,0,2,0,102,31,26,153,0,8,13,0,0,0,53,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8171,0,0,,,2011,-40.900557,174.885971
Palau,3,5,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,,2011,7.51498,134.58252
Papua New Guinea,16,116,0,5,467,2,0,0,48,0,0,34,6,0,0,0,0,0,0,49,2,0,6,27,2,13,1,0,0,0,0,0,0,,0,0,0,30,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,0,0,,,2011,-6.314993,143.95555
Samoa,7,14,0,53,357,123,0,0,6,39,0,19,0,0,0,0,0,0,0,8,0,0,2,8,0,7,1,0,0,0,0,0,0,,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,0,0,,,2011,-13.759029,-172.104629
Solomon Islands,2,21,0,1,52,0,0,0,34,5,0,13,0,0,0,0,0,0,0,1,1,0,0,16,0,9,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,,,2011,-9.64571,160.156194
Tonga,15,93,9,24,679,21,0,0,19,0,0,63,0,0,0,0,0,0,0,6,1,0,3,4,1,1,1,0,0,0,0,0,0,,0,0,0,41,13,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083,0,0,,,2011,-21.178986,-175.198242
Tuvalu,7,15,0,0,16,0,0,0,8,44,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,,,2011,-7.109535,177.64933
Vanuatu,1,16,0,0,44,1,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,2,17,0,13,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,,,2011,-15.376706,166.959158
Argentina,69,832,1,133,182191,181,0,0,93,843,1,462,0,0,31,96,0,0,0,1156,65,0,41,136,0,537,11,0,675,0,0,4,93,,12,369,207,3989,195,91,10,0,0,495,635,31,2,0,0,0,0,0,0,0,0,0,0,155,57,56,319,0,116,81,0,0,0,40,16,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,194533,0,0,,,2011,-38.416097,-63.616672
Bolivia,61,97,4,72,11193,33,0,0,169,69,0,67,0,0,2,8,0,0,0,393,14,0,33,54,0,258,10,0,108,0,0,0,5,,0,39,26,367,16,42,10,4,1,35,42,8,3,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,6,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13272,0,0,,,2011,-16.290154,-63.588653
